	Primary_polyp_DMSO_1	Primary_polyp_DMSO_2	Primary_polyp_DMSO_3	Primary_polyp_AZK_1	Primary_polyp_AZK_2	Primary_polyp_AZK_3
NODE_46525_length_1394_cov_202.040711_g12793_i0	4	3	4	8	9	8
NODE_44486_length_1480_cov_475.242867_g11301_i1	5	6	7	10	13	9
NODE_41890_length_1595_cov_221.952320_g11209_i0	8	8	9	13	12	13
NODE_68279_length_643_cov_411.773333_g25024_i0	4	38	31	18	45	29
NODE_123222_length_158_cov_11.321739_g79241_i0	0	1	0	3	2	7
NODE_26602_length_2421_cov_441.852817_g5353_i4	21	28	20	21	24	26
NODE_24227_length_2585_cov_229.223446_g5956_i0	5	4	4	9	9	9
NODE_25259_length_2510_cov_222.436968_g6243_i0	4	5	6	10	10	9
NODE_6488_length_4939_cov_303.707516_g1244_i2	9	8	8	12	13	13
NODE_19673_length_2937_cov_357.276780_g2321_i1	22	20	20	21	22	23
NODE_121197_length_166_cov_9.357724_g77216_i0	0	0	1	2	3	7
NODE_20067_length_2905_cov_352.693222_g4833_i1	21	21	23	23	23	22
NODE_19091_length_2992_cov_204.967107_g874_i3	5	6	4	9	9	11
NODE_4019_length_5925_cov_248.225264_g682_i3	1	2	4	6	7	8
NODE_45479_length_1437_cov_316.663558_g12429_i0	17	17	17	19	19	20
NODE_24211_length_2586_cov_277.546205_g4817_i2	4	4	3	7	8	10
NODE_19712_length_2934_cov_247.833967_g4789_i0	10	10	10	14	14	14
NODE_39796_length_1692_cov_470.429958_g2174_i8	36	37	38	34	31	33
NODE_72953_length_538_cov_61.620202_g29170_i0	23	23	22	21	24	25
NODE_20968_length_2830_cov_232.351991_g3637_i2	3	5	5	9	10	8
NODE_26016_length_2460_cov_201.754241_g6441_i0	8	9	7	12	12	13
NODE_53997_length_1090_cov_212.921681_g15877_i0	1	2	2	5	6	7
NODE_17863_length_3112_cov_199.189638_g3700_i3	52	52	44	38	39	44
NODE_11189_length_3927_cov_281.494336_g2663_i0	7	15	12	14	18	14
NODE_22814_length_2688_cov_198.944802_g2439_i4	1	1	0	6	4	4
NODE_8534_length_4417_cov_292.813443_g1763_i4	0	1	1	5	4	5
NODE_18625_length_3035_cov_296.222928_g10_i5032	5	9	5	9	11	13
NODE_21387_length_2796_cov_298.171813_g5236_i0	10	10	10	13	14	15
NODE_3512_length_6200_cov_236.732337_g141_i9	14	15	14	17	17	18
NODE_37688_length_1795_cov_219.297374_g9820_i0	8	8	8	13	11	13
NODE_16283_length_3273_cov_340.365015_g2675_i2	18	21	16	18	20	23
NODE_57345_length_972_cov_301.387513_g13981_i1	1	1	0	5	4	5
NODE_12122_length_3779_cov_220.924518_g10_i3436	4	6	6	9	9	12
NODE_36949_length_1829_cov_549.577828_g9597_i0	5	6	6	13	11	7
NODE_30586_length_2176_cov_299.543366_g7723_i0	18	19	17	19	20	21
NODE_23472_length_2639_cov_299.813945_g3348_i3	3	2	0	6	5	8
NODE_80924_length_407_cov_42.563187_g36959_i0	5	5	8	10	12	10
NODE_14392_length_3491_cov_273.796694_g1318_i2	21	20	24	23	23	22
NODE_53412_length_1112_cov_511.516370_g15595_i0	10	7	9	12	13	14
NODE_34408_length_1962_cov_316.848880_g4398_i4	34	39	37	32	32	33
NODE_18765_length_3018_cov_244.301849_g4155_i3	4	5	7	10	11	9
NODE_32655_length_2056_cov_416.619970_g5865_i2	22	19	25	24	23	22
NODE_19373_length_2965_cov_326.836413_g10_i5225	28	33	30	26	30	29
NODE_118445_length_177_cov_8.388060_g74464_i0	16	19	15	18	15	25
NODE_8543_length_4414_cov_232.855868_g2007_i1	4	8	8	10	14	10
NODE_44492_length_1480_cov_248.764092_g10_i10061	2	1	2	5	7	6
NODE_14753_length_3448_cov_348.977680_g1726_i32	36	39	41	34	35	32
NODE_28008_length_2331_cov_545.068182_g7000_i0	91	93	90	64	63	66
NODE_38222_length_1768_cov_250.011594_g10003_i0	7	8	8	12	12	12
NODE_40065_length_1679_cov_220.203545_g7698_i2	18	19	17	19	22	19
NODE_25804_length_2476_cov_120.489108_g6381_i0	11	12	11	15	15	15
NODE_99266_length_258_cov_3.111628_g55285_i0	0	0	0	2	2	5
NODE_122195_length_162_cov_148.067227_g78214_i0	0	0	0	2	2	5
NODE_37770_length_1791_cov_291.897597_g8844_i1	8	7	10	13	13	12
NODE_30487_length_2182_cov_137.815334_g7692_i0	1	0	1	5	4	5
NODE_2525_length_6928_cov_139.545243_g10_i606	1	1	1	5	5	5
NODE_7298_length_4713_cov_183.189079_g436_i11	1	1	1	5	5	5
NODE_11088_length_3947_cov_132.265625_g1062_i1	1	1	1	5	5	5
NODE_12451_length_3728_cov_130.412754_g2993_i0	1	1	1	5	5	5
NODE_12950_length_3667_cov_175.266832_g10_i3649	1	1	1	5	5	5
NODE_14770_length_3446_cov_189.996768_g10_i4099	1	1	1	5	5	5
NODE_15385_length_3373_cov_204.999399_g3732_i0	1	1	1	5	5	5
NODE_19899_length_2918_cov_162.444522_g4835_i0	1	1	1	5	5	5
NODE_20895_length_2837_cov_146.622763_g3793_i2	1	1	1	5	5	5
NODE_27128_length_2388_cov_198.993177_g6443_i1	1	1	1	5	5	5
NODE_31670_length_2112_cov_216.820203_g10_i7879	1	1	1	5	5	5
NODE_34050_length_1980_cov_181.913268_g8716_i0	1	1	1	5	5	5
NODE_39267_length_1718_cov_250.582687_g10345_i0	1	1	1	5	5	5
NODE_39983_length_1683_cov_156.593902_g9428_i1	1	1	1	5	5	5
NODE_48198_length_1323_cov_121.953125_g13421_i0	1	1	1	5	5	5
NODE_54129_length_1086_cov_85.638543_g15932_i0	1	1	1	5	5	5
NODE_60668_length_861_cov_129.678484_g19508_i0	1	1	1	5	5	5
NODE_69326_length_617_cov_375.114983_g13785_i1	1	1	1	5	5	5
NODE_33630_length_2003_cov_193.891327_g8580_i0	2	2	2	6	7	6
NODE_16444_length_3255_cov_271.726027_g2632_i4	4	6	8	10	10	12
NODE_37333_length_1810_cov_222.376344_g9725_i0	9	10	10	14	14	13
NODE_37923_length_1783_cov_186.683908_g9473_i1	7	8	8	12	11	13
NODE_61630_length_830_cov_267.055909_g1922_i39	12	4	12	12	13	18
NODE_36153_length_1869_cov_220.945783_g7574_i2	13	12	14	17	16	16
NODE_66097_length_698_cov_329.850382_g2886_i3	8	11	11	16	14	12
NODE_51845_length_1177_cov_77.136684_g14909_i0	4	4	6	8	10	10
NODE_16209_length_3282_cov_275.858907_g10_i4455	12	12	10	15	15	15
NODE_55818_length_1024_cov_158.837920_g16782_i0	2	1	2	5	8	5
NODE_10724_length_4006_cov_569.281100_g2558_i0	2	2	2	6	6	7
NODE_26266_length_2444_cov_198.431487_g6496_i0	2	2	2	6	6	7
NODE_51555_length_1187_cov_272.872378_g14785_i0	11	13	16	18	15	17
NODE_27758_length_2346_cov_295.622666_g6930_i0	16	17	17	19	18	20
NODE_8097_length_4516_cov_385.362844_g1801_i1	1	1	1	5	6	4
NODE_24003_length_2602_cov_412.559203_g2418_i13	10	10	9	13	15	13
NODE_34724_length_1945_cov_183.202944_g420_i9	1	1	1	6	4	5
NODE_36146_length_1869_cov_321.427163_g81_i125	6	4	3	9	9	9
NODE_55302_length_1043_cov_207.337000_g16537_i0	8	7	8	12	13	11
NODE_11782_length_3828_cov_400.357728_g2835_i0	12	11	11	15	14	16
NODE_6999_length_4787_cov_490.446037_g1598_i1	19	17	15	17	20	21
NODE_15370_length_3375_cov_294.189376_g10_i4242	7	9	7	11	11	14
NODE_4056_length_5908_cov_227.109804_g972_i0	1	1	1	4	6	5
NODE_24619_length_2556_cov_263.380820_g10_i6471	16	21	14	17	19	22
NODE_24754_length_2547_cov_246.074681_g6023_i1	6	9	10	11	15	12
NODE_10761_length_4000_cov_321.622694_g705_i4	0	2	2	6	6	5
NODE_4722_length_5596_cov_214.639654_g1117_i0	17	18	18	20	19	20
NODE_21714_length_2770_cov_245.663733_g1092_i23	1	0	1	4	4	6
NODE_26300_length_2442_cov_221.538975_g2295_i1	14	14	14	18	16	17
NODE_35780_length_1888_cov_156.549593_g7906_i2	15	14	18	19	18	18
NODE_28511_length_2300_cov_555.243686_g10_i7277	246	197	240	150	149	126
NODE_46255_length_1405_cov_293.875184_g12281_i1	16	15	15	17	19	18
NODE_19556_length_2948_cov_271.774182_g2461_i1	8	7	7	12	12	11
NODE_49557_length_1268_cov_305.568980_g10_i10848	13	15	14	16	16	19
NODE_10873_length_3983_cov_353.352284_g2245_i2	8	8	6	13	11	11
NODE_23993_length_2603_cov_221.767578_g10_i6348	0	0	0	1	4	4
NODE_37157_length_1819_cov_232.318131_g9661_i0	11	11	11	14	15	15
NODE_10810_length_3993_cov_301.896203_g2449_i2	18	19	19	21	20	20
NODE_97043_length_269_cov_447.628319_g53064_i0	0	0	0	3	1	5
NODE_30336_length_2190_cov_426.183046_g7661_i0	44	49	46	7	6	8
NODE_37398_length_1807_cov_287.574830_g9292_i1	7	8	6	11	12	11
NODE_47697_length_1344_cov_229.716372_g11717_i1	10	12	11	15	13	16
NODE_18323_length_3065_cov_290.979484_g10_i4955	7	10	6	11	11	14
NODE_16943_length_3205_cov_122.302973_g3809_i1	7	7	7	11	11	12
NODE_21005_length_2827_cov_349.514368_g4799_i1	14	13	15	17	16	18
NODE_8652_length_4393_cov_298.945057_g10_i2457	4	2	4	6	8	10
NODE_33850_length_1992_cov_134.629554_g8648_i0	8	10	9	13	13	13
NODE_28477_length_2302_cov_572.003099_g4182_i5	46	46	48	37	39	39
NODE_5140_length_5415_cov_200.562919_g1042_i1	18	18	20	20	20	21
NODE_63806_length_764_cov_244.599168_g21589_i0	15	16	14	18	16	19
NODE_28704_length_2289_cov_197.331701_g10_i7318	2	3	2	6	7	7
NODE_27270_length_2378_cov_540.111349_g6780_i0	0	3	3	6	6	8
NODE_32166_length_2085_cov_388.099902_g5565_i1	7	7	6	11	11	11
NODE_24241_length_2584_cov_275.667847_g1922_i23	13	15	13	15	17	18
NODE_9025_length_4312_cov_299.622862_g1477_i3	6	3	5	9	8	11
NODE_49834_length_1257_cov_383.358320_g10143_i1	23	22	21	23	20	25
NODE_4767_length_5576_cov_197.260076_g883_i2	0	0	0	1	6	2
NODE_40150_length_1675_cov_252.895221_g10626_i0	6	8	6	11	10	12
NODE_22104_length_2739_cov_453.872033_g3101_i4	20	15	19	20	19	21
NODE_14743_length_3449_cov_626.555784_g3563_i0	16	18	20	16	21	23
NODE_75541_length_489_cov_594.134529_g31641_i0	77	79	72	55	54	57
NODE_10456_length_4045_cov_273.330085_g2495_i0	6	7	7	10	11	12
NODE_10874_length_3983_cov_341.243147_g10_i3097	6	7	7	10	11	12
NODE_64287_length_750_cov_509.823197_g21934_i0	22	23	23	23	24	22
NODE_13984_length_3541_cov_534.150372_g10_i3909	28	28	27	25	27	27
NODE_15990_length_3306_cov_227.040454_g3895_i0	7	6	7	11	11	11
NODE_19710_length_2934_cov_283.603251_g10_i5303	2	2	3	6	7	7
NODE_25635_length_2485_cov_224.988534_g6337_i0	2	2	3	6	7	7
NODE_118366_length_177_cov_15.201493_g74385_i0	0	3	1	7	6	4
NODE_30089_length_2204_cov_332.397964_g1240_i3	29	29	31	28	26	29
NODE_33402_length_2015_cov_336.423935_g8505_i0	11	12	9	13	15	15
NODE_16854_length_3213_cov_248.440379_g10_i4611	15	16	17	18	19	18
NODE_52158_length_1163_cov_600.973214_g1888_i8	7	16	6	15	11	16
NODE_61776_length_826_cov_151.671775_g20212_i0	9	8	10	14	13	12
NODE_29791_length_2221_cov_569.500000_g6711_i3	17	21	12	19	21	17
NODE_20297_length_2888_cov_171.315641_g4950_i0	8	9	9	12	13	13
NODE_26991_length_2396_cov_208.028899_g6697_i0	8	9	9	12	13	13
NODE_28911_length_2277_cov_290.272605_g18_i2	32	32	33	29	28	31
NODE_3753_length_6070_cov_291.613572_g904_i0	15	15	14	17	17	18
NODE_8939_length_4332_cov_255.788529_g10_i2538	6	7	6	12	9	11
NODE_80873_length_408_cov_13.175342_g36908_i0	26	27	19	24	23	25
NODE_22987_length_2677_cov_95.432422_g5631_i0	2	3	3	7	7	7
NODE_29134_length_2263_cov_200.103604_g5212_i4	2	3	3	7	7	7
NODE_6088_length_5061_cov_375.286768_g1434_i0	5	7	7	11	10	11
NODE_22570_length_2707_cov_217.775901_g5021_i1	11	13	12	15	14	17
NODE_6126_length_5050_cov_269.621530_g1427_i1	6	6	7	10	11	11
NODE_18040_length_3095_cov_228.415138_g4082_i1	6	6	7	10	11	11
NODE_29664_length_2229_cov_364.104300_g7469_i0	6	6	7	10	11	11
NODE_9010_length_4316_cov_235.539434_g2128_i0	3	3	2	7	7	7
NODE_12127_length_3778_cov_290.410977_g2922_i0	3	3	2	7	7	7
NODE_25875_length_2470_cov_280.248043_g6398_i0	7	10	9	13	12	13
NODE_25397_length_2501_cov_336.584622_g928_i19	16	17	15	16	20	19
NODE_8803_length_4361_cov_169.827466_g2080_i0	6	6	6	11	10	10
NODE_44197_length_1493_cov_197.266207_g9796_i2	6	6	9	11	12	11
NODE_1471_length_8323_cov_254.976208_g354_i0	6	6	6	10	11	10
NODE_21315_length_2802_cov_229.506705_g5211_i0	9	9	8	12	12	14
NODE_11993_length_3797_cov_310.902238_g2891_i0	10	11	10	13	14	15
NODE_20101_length_2903_cov_321.377972_g4048_i2	6	6	6	11	11	9
NODE_934_length_9415_cov_247.579279_g198_i1	14	10	14	17	15	16
NODE_4174_length_5856_cov_334.740753_g10_i1093	12	12	12	14	15	17
NODE_7497_length_4662_cov_205.535181_g1760_i0	6	6	6	10	10	11
NODE_16492_length_3250_cov_194.032117_g4014_i0	6	6	6	10	10	11
NODE_55120_length_1049_cov_302.152087_g1350_i26	5	7	6	10	10	11
NODE_66281_length_693_cov_394.973846_g23420_i0	3	2	1	6	5	8
NODE_12017_length_3794_cov_298.948814_g781_i1	10	10	11	14	14	14
NODE_91849_length_301_cov_11.317829_g47870_i0	28	26	23	25	24	26
NODE_14668_length_3457_cov_466.916813_g10_i4078	7	10	9	12	12	14
NODE_13568_length_3592_cov_515.118907_g10_i3797	0	0	0	2	1	6
NODE_38958_length_1732_cov_524.793369_g2334_i22	0	0	0	2	1	6
NODE_38348_length_1762_cov_215.028505_g7193_i4	1	0	0	4	4	3
NODE_39323_length_1715_cov_325.513158_g9458_i2	1	0	0	4	4	3
NODE_36974_length_1828_cov_284.384314_g287_i25	0	0	1	4	4	3
NODE_39224_length_1720_cov_286.626118_g1486_i5	11	10	10	14	15	13
NODE_23725_length_2620_cov_235.287544_g5828_i0	5	6	6	10	10	10
NODE_52435_length_1151_cov_329.046029_g15147_i0	22	25	27	26	22	25
NODE_34373_length_1963_cov_267.311458_g8816_i0	8	9	8	12	12	13
NODE_42159_length_1584_cov_195.510707_g7847_i1	8	9	8	12	12	13
NODE_35504_length_1902_cov_295.954814_g9177_i0	17	18	16	19	17	21
NODE_35380_length_1908_cov_883.300268_g3250_i8	0	3	0	5	6	5
NODE_37040_length_1825_cov_298.696970_g9623_i0	3	2	3	7	7	7
NODE_10031_length_4117_cov_303.872607_g2381_i0	2	4	2	8	7	6
NODE_14345_length_3497_cov_289.755356_g10_i4002	3	3	3	7	8	7
NODE_30425_length_2185_cov_384.916433_g5317_i2	3	3	2	6	7	8
NODE_16558_length_3241_cov_491.524390_g3067_i3	1	0	0	4	3	4
NODE_44004_length_1502_cov_613.572995_g11929_i0	23	23	21	22	22	24
NODE_24617_length_2556_cov_297.739753_g1517_i9	3	3	3	7	7	8
NODE_25855_length_2472_cov_243.420749_g6392_i0	3	3	3	7	7	8
NODE_28893_length_2278_cov_203.793736_g7259_i0	3	3	3	7	7	8
NODE_42790_length_1558_cov_261.570957_g11518_i0	3	3	3	7	7	8
NODE_29617_length_2233_cov_296.061644_g10_i7491	0	1	0	4	3	4
NODE_34063_length_1979_cov_332.709194_g7265_i1	8	8	9	13	12	12
NODE_2134_length_7343_cov_197.095068_g481_i1	5	6	5	10	9	10
NODE_39008_length_1730_cov_207.345584_g8610_i2	5	6	5	11	9	9
NODE_20876_length_2838_cov_416.571377_g10_i5605	0	0	1	3	4	4
NODE_49921_length_1253_cov_201.857025_g14140_i0	0	0	1	3	4	4
NODE_5144_length_5411_cov_688.007265_g1199_i2	7	3	3	8	11	8
NODE_11846_length_3820_cov_277.467037_g2132_i3	12	15	12	16	15	17
NODE_42319_length_1577_cov_286.259452_g9860_i1	19	18	17	21	19	19
NODE_62004_length_818_cov_608.110968_g20370_i0	50	57	57	63	61	20
NODE_30565_length_2177_cov_924.315370_g3250_i3	10	8	11	0	0	0
NODE_21095_length_2820_cov_180.105149_g1009_i5	0	1	0	3	4	4
NODE_28517_length_2300_cov_196.022596_g4506_i3	0	1	0	3	4	4
NODE_52811_length_1136_cov_170.393413_g6106_i2	0	1	0	3	4	4
NODE_57316_length_973_cov_186.800000_g17562_i0	0	1	0	3	4	4
NODE_40719_length_1648_cov_275.854829_g10_i9475	3	1	2	5	6	8
NODE_10631_length_4019_cov_375.022636_g2539_i0	17	20	17	18	19	22
NODE_34316_length_1966_cov_223.974519_g1388_i17	1	0	0	3	5	3
NODE_99583_length_256_cov_6.338028_g55602_i0	11	9	9	0	0	0
NODE_10592_length_4026_cov_216.979915_g10_i3029	11	14	10	14	15	16
NODE_37992_length_1779_cov_481.829493_g9921_i0	30	32	28	26	28	29
NODE_43665_length_1517_cov_513.726594_g10_i9945	0	0	1	5	4	2
NODE_42493_length_1570_cov_582.651604_g10070_i1	25	26	25	26	22	26
NODE_44947_length_1460_cov_363.016231_g1588_i6	13	13	13	15	17	16
NODE_92109_length_299_cov_15.191406_g48130_i0	0	1	0	3	5	3
NODE_40953_length_1637_cov_572.892095_g9163_i2	26	25	26	21	27	27
NODE_16682_length_3230_cov_246.535300_g4061_i0	2	1	1	6	5	5
NODE_17345_length_3163_cov_263.098718_g4220_i0	5	5	5	10	9	9
NODE_41358_length_1618_cov_463.146667_g6747_i3	19	18	21	20	23	19
NODE_69585_length_611_cov_14.040493_g26115_i0	9	10	10	0	0	0
NODE_33133_length_2030_cov_260.336185_g10_i8136	10	12	13	16	14	15
NODE_4077_length_5899_cov_232.878074_g622_i4	3	4	3	7	8	8
NODE_6986_length_4789_cov_181.638222_g428_i9	3	4	3	7	8	8
NODE_51200_length_1201_cov_223.680484_g14642_i0	10	10	10	13	15	13
NODE_66096_length_698_cov_397.435115_g1225_i26	5	6	6	10	12	8
NODE_34443_length_1960_cov_190.125196_g84_i39	1	1	2	5	6	5
NODE_27233_length_2381_cov_209.069290_g2917_i2	4	6	5	10	9	9
NODE_5416_length_5292_cov_198.300438_g548_i2	5	5	6	10	9	10
NODE_16429_length_3256_cov_187.151572_g3999_i0	5	5	5	9	9	10
NODE_23024_length_2674_cov_187.110224_g5536_i1	5	5	5	9	9	10
NODE_28132_length_2323_cov_313.089035_g6733_i1	5	5	5	9	9	10
NODE_2533_length_6915_cov_259.910797_g10_i609	8	8	8	12	12	12
NODE_6093_length_5059_cov_219.831140_g1437_i0	8	8	8	12	12	12
NODE_7103_length_4758_cov_218.497137_g10_i1973	8	8	8	12	12	12
NODE_47454_length_1355_cov_222.575457_g5684_i2	5	5	6	9	10	10
NODE_33967_length_1986_cov_233.981987_g3017_i7	0	2	1	5	6	4
NODE_52193_length_1162_cov_176.970509_g15049_i0	6	5	5	11	9	9
NODE_60212_length_876_cov_73.187275_g19240_i0	1	1	2	5	5	6
NODE_41433_length_1615_cov_351.542621_g11033_i0	9	8	8	12	11	14
NODE_25615_length_2486_cov_489.568973_g6233_i1	8	8	7	15	7	14
NODE_7392_length_4690_cov_322.163546_g10_i2068	8	8	8	12	13	11
NODE_36809_length_1836_cov_200.903514_g9455_i1	0	3	1	7	3	7
NODE_29589_length_2235_cov_166.568431_g6489_i1	4	5	4	9	8	9
NODE_17359_length_3162_cov_195.124399_g3709_i5	5	5	4	9	9	9
NODE_3008_length_6515_cov_246.553307_g719_i0	2	1	1	5	5	6
NODE_41383_length_1617_cov_339.430750_g5070_i9	4	4	3	8	8	8
NODE_26385_length_2437_cov_289.819967_g6315_i1	16	17	17	17	19	20
NODE_56066_length_1016_cov_620.369990_g287_i35	73	74	63	50	53	52
NODE_29271_length_2254_cov_227.214835_g5208_i9	0	0	1	3	3	5
NODE_27499_length_2363_cov_249.527155_g10_i7071	25	27	26	25	26	24
NODE_53053_length_1126_cov_185.465374_g15423_i0	12	12	16	17	15	17
NODE_114079_length_195_cov_3.552632_g70098_i0	3	6	1	11	6	7
NODE_37608_length_1798_cov_320.254131_g4515_i2	17	20	17	17	19	23
NODE_29603_length_2234_cov_209.884528_g6980_i1	0	1	0	3	3	5
NODE_49399_length_1274_cov_309.539399_g8187_i4	7	8	9	12	12	12
NODE_9171_length_4281_cov_265.423313_g10_i2614	4	4	4	8	8	9
NODE_9789_length_4156_cov_208.295162_g2326_i0	4	4	4	8	8	9
NODE_13034_length_3656_cov_257.500415_g322_i9	4	5	5	8	10	9
NODE_5679_length_5196_cov_294.544149_g1339_i0	25	26	27	25	25	25
NODE_12573_length_3712_cov_497.197329_g3026_i0	26	26	26	25	24	26
NODE_19689_length_2936_cov_280.516073_g3386_i2	18	16	16	20	18	18
NODE_51610_length_1185_cov_1041.008757_g14806_i0	12	13	15	0	0	1
NODE_17540_length_3145_cov_206.669246_g2902_i2	4	4	5	9	9	8
NODE_26149_length_2451_cov_73.641196_g6466_i0	15	15	16	18	17	18
NODE_8463_length_4431_cov_347.213081_g627_i2	24	25	26	25	24	24
NODE_52626_length_1143_cov_226.221818_g14225_i1	4	4	4	9	7	9
NODE_101928_length_244_cov_10.597015_g57947_i0	12	6	7	12	16	10
NODE_21417_length_2793_cov_266.524727_g5245_i0	4	5	6	9	9	10
NODE_22308_length_2725_cov_386.215511_g5464_i0	24	24	24	23	23	25
NODE_39676_length_1697_cov_292.701935_g10_i9285	4	5	4	8	8	10
NODE_84929_length_360_cov_26.703470_g40951_i0	0	0	2	6	4	4
NODE_53969_length_1091_cov_156.615458_g15862_i0	5	4	5	9	9	9
NODE_63364_length_777_cov_188.625341_g16570_i3	6	9	9	12	12	12
NODE_41887_length_1595_cov_256.827964_g1059_i17	4	4	3	7	8	9
NODE_27880_length_2338_cov_290.920697_g3397_i4	4	5	3	8	8	9
NODE_58830_length_922_cov_377.707622_g14400_i3	4	6	4	8	9	10
NODE_79410_length_428_cov_57.129870_g35451_i0	5	5	5	8	9	11
NODE_72096_length_554_cov_293.272016_g28375_i0	6	5	4	9	9	10
NODE_3686_length_6109_cov_222.758160_g862_i1	7	8	8	12	11	12
NODE_37679_length_1795_cov_501.250571_g265_i4	13	14	15	17	16	17
NODE_48592_length_1305_cov_378.797147_g2473_i12	30	31	31	26	29	29
NODE_100465_length_251_cov_15.038462_g56484_i0	0	1	0	4	2	5
NODE_23119_length_2665_cov_228.760488_g10_i6148	5	4	4	8	9	9
NODE_26738_length_2412_cov_307.348248_g6629_i0	12	13	13	15	15	17
NODE_52408_length_1152_cov_377.066727_g13732_i1	2	1	0	6	4	5
NODE_9567_length_4201_cov_166.423040_g2274_i0	14	15	17	18	17	18
NODE_33916_length_1989_cov_216.342240_g8673_i0	4	2	0	5	6	9
NODE_15906_length_3314_cov_192.476001_g3873_i0	8	8	7	11	12	12
NODE_27371_length_2372_cov_336.462001_g6741_i1	36	28	26	30	30	24
NODE_41593_length_1608_cov_139.386581_g538_i4	3	5	3	7	8	9
NODE_17539_length_3145_cov_230.760799_g3692_i1	6	4	5	10	9	9
NODE_15703_length_3336_cov_267.138172_g3810_i0	19	18	19	20	20	20
NODE_3773_length_6059_cov_385.845578_g10_i955	4	3	4	8	7	9
NODE_87628_length_334_cov_109.625430_g43650_i0	1	0	0	2	4	5
NODE_56005_length_1018_cov_302.850256_g16884_i0	18	22	19	19	21	22
NODE_31112_length_2145_cov_199.446242_g7867_i0	1	2	0	7	3	5
NODE_36318_length_1860_cov_263.486516_g9412_i0	8	10	11	13	13	14
NODE_31638_length_2114_cov_256.788025_g10_i7873	4	4	6	9	9	9
NODE_23926_length_2607_cov_396.263261_g10_i6334	2	0	1	5	5	5
NODE_31055_length_2148_cov_355.784798_g7803_i1	16	9	10	12	18	16
NODE_74725_length_505_cov_196.290043_g30852_i0	11	9	7	12	8	20
NODE_18965_length_3001_cov_397.188641_g3269_i6	7	5	8	9	10	14
NODE_9910_length_4138_cov_229.967033_g1878_i1	6	5	4	8	9	11
NODE_35830_length_1885_cov_199.526602_g9033_i1	6	5	4	8	9	11
NODE_35630_length_1895_cov_202.247840_g9078_i1	6	4	4	9	10	8
NODE_91452_length_304_cov_17.597701_g47474_i0	6	4	4	10	8	9
NODE_42396_length_1574_cov_315.173089_g726_i2	22	22	21	23	21	22
NODE_19492_length_2954_cov_257.629337_g2655_i3	4	3	5	8	9	8
NODE_10831_length_3990_cov_395.249557_g465_i3	8	9	6	11	11	13
NODE_6551_length_4915_cov_295.473727_g1129_i2	3	5	3	6	9	9
NODE_15152_length_3401_cov_373.686718_g148_i14	20	20	19	22	22	18
NODE_15378_length_3374_cov_212.644251_g3728_i0	9	9	10	13	13	13
NODE_40041_length_1680_cov_249.796579_g10586_i0	9	9	10	13	13	13
NODE_38044_length_1777_cov_226.991349_g9940_i0	12	13	12	16	14	16
NODE_52200_length_1162_cov_96.529937_g15052_i0	1	2	2	6	5	6
NODE_15140_length_3403_cov_217.358333_g10_i4181	7	7	8	12	11	11
NODE_39633_length_1699_cov_370.756643_g10_i9279	13	13	11	16	15	15
NODE_15956_length_3309_cov_414.324556_g2029_i1	7	9	7	10	11	14
NODE_28438_length_2305_cov_306.936782_g5313_i4	2	2	1	6	5	6
NODE_31468_length_2124_cov_294.593945_g7966_i0	2	2	1	6	5	6
NODE_33511_length_2009_cov_296.060529_g5919_i1	25	25	27	25	24	25
NODE_16240_length_3279_cov_244.992583_g1213_i3	18	20	17	19	19	21
NODE_36277_length_1862_cov_331.231996_g2906_i3	17	19	16	17	19	21
NODE_35025_length_1928_cov_506.282228_g10_i8471	1	2	2	5	6	6
NODE_15626_length_3345_cov_203.679891_g3164_i2	7	7	8	11	11	12
NODE_50013_length_1249_cov_326.457711_g4522_i11	8	10	11	16	13	11
NODE_24190_length_2587_cov_342.863601_g5523_i1	9	6	10	12	12	13
NODE_67028_length_674_cov_215.000000_g3542_i5	4	6	10	12	11	10
NODE_14738_length_3450_cov_256.083358_g560_i5	7	8	7	10	11	13
NODE_26282_length_2443_cov_224.341667_g6504_i0	0	0	2	10	6	0
NODE_31213_length_2138_cov_304.192840_g5775_i1	14	13	14	16	16	17
NODE_37659_length_1796_cov_328.875071_g6776_i1	22	28	24	23	22	27
NODE_25864_length_2471_cov_304.314662_g6396_i0	11	12	10	12	15	16
NODE_42704_length_1562_cov_305.314681_g1251_i31	19	18	29	24	22	22
NODE_13669_length_3581_cov_200.146410_g3140_i1	7	7	7	11	11	11
NODE_37312_length_1811_cov_199.297511_g1441_i2	11	12	14	16	15	15
NODE_40339_length_1666_cov_503.152187_g9144_i2	368	341	342	202	207	190
NODE_7438_length_4677_cov_251.170911_g10_i2084	15	16	17	19	17	18
NODE_9954_length_4132_cov_288.095133_g1809_i1	32	32	32	29	29	28
NODE_38197_length_1769_cov_399.241599_g3346_i4	13	12	12	15	14	17
NODE_85220_length_357_cov_552.646497_g41242_i0	28	34	31	28	29	27
NODE_17248_length_3171_cov_377.692136_g3269_i5	3	3	4	5	10	8
NODE_20459_length_2874_cov_493.523490_g1895_i10	2	5	5	8	9	8
NODE_39948_length_1685_cov_331.002436_g8680_i3	2	2	1	5	5	7
NODE_55915_length_1021_cov_221.910020_g16831_i0	2	2	1	5	5	7
NODE_14652_length_3459_cov_449.475995_g1981_i10	9	9	9	12	13	13
