	KO definition	gene name	counts
1110	mid-cell-anchored protein Z	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
233	LIM homeobox protein 1	['NODE_70819_length_582_cov_601.601113_g27209_i0_3']	1
234	LIM homeobox protein 2/9	['NODE_70819_length_582_cov_601.601113_g27209_i0_3']	1
235	LIM homeobox protein 3/4	['NODE_70819_length_582_cov_601.601113_g27209_i0_3']	1
1106	microtubule-associated protein 2	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
1105	microfibrillar-associated protein 3-like	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1122	mitogen-activated protein kinase 8/9/10 (c-Jun N-terminal kinase) [EC:2.7.11.24]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
229	LIM domain and actin-binding protein 1	['NODE_70819_length_582_cov_601.601113_g27209_i0_3']	1
224	L1 cell adhesion molecule	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
228	LIM and senescent cell antigen-like-containing domain protein 1/2	['NODE_70819_length_582_cov_601.601113_g27209_i0_3']	1
1142	mitogen-activated protein kinase kinase kinase 6 [EC:2.7.11.25]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1141	mitogen-activated protein kinase kinase kinase 5 [EC:2.7.11.25]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1140	mitogen-activated protein kinase kinase kinase 4 [EC:2.7.11.25]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1139	mitogen-activated protein kinase kinase kinase 3 [EC:2.7.11.25]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
225	L1 cell adhesion molecule like protein	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1137	mitogen-activated protein kinase kinase kinase 19 [EC:2.7.11.25]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1136	mitogen-activated protein kinase kinase kinase 17/18	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1135	mitogen-activated protein kinase kinase kinase 15 [EC:2.7.11.25]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1134	mitogen-activated protein kinase kinase kinase 14 [EC:2.7.11.25]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1133	mitogen-activated protein kinase kinase kinase 11 [EC:2.7.11.25]	['NODE_31387_length_2129_cov_555.093960_g4675_i1_6']	1
226	LIM and SH3 domain protein 1	['NODE_70819_length_582_cov_601.601113_g27209_i0_3']	1
227	LIM and calponin homology domains-containing protein 1	['NODE_31387_length_2129_cov_555.093960_g4675_i1_6']	1
1130	mitogen-activated protein kinase kinase 9 [EC:2.7.12.2]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1129	mitogen-activated protein kinase kinase 6 [EC:2.7.12.2]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1128	mitogen-activated protein kinase kinase 5 [EC:2.7.12.2]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1127	mitogen-activated protein kinase kinase 4/5 [EC:2.7.12.2]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1126	mitogen-activated protein kinase kinase 4 [EC:2.7.12.2]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1017	lymphocyte antigen 75	['NODE_52579_length_1145_cov_467.079855_g15210_i0_4']	1
260	MFS transporter, SP family, sugar:H+ symporter	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
261	MHC class II transactivator [EC:2.7.11.1]	['NODE_31387_length_2129_cov_555.093960_g4675_i1_6']	1
896	histone deacetylase 1/2 [EC:3.5.1.98]	['NODE_54812_length_1061_cov_16.372299_g16298_i0_4']	1
294	PAS domain containing serine/threonine kinase [EC:2.7.11.1]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
903	hornerin	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
902	hormonally upregulated Neu-associated kinase [EC:2.7.11.1]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
901	homogentisate phytyltransferase / homogentisate geranylgeranyltransferase [EC:2.5.1.115 2.5.1.116]	['NODE_61938_length_821_cov_78.356041_g20323_i0_6']	1
900	homeodomain interacting protein kinase [EC:2.7.11.1]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
295	PAX-interacting protein 1	['NODE_31387_length_2129_cov_555.093960_g4675_i1_5']	1
898	homeobox domain-containing protein	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
296	PDF receptor	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
895	histone acetyltransferase SAS3 [EC:2.3.1.48]	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
1014	low-density lipoprotein receptor-related protein 1B	['NODE_48268_length_1320_cov_237.943618_g4427_i2_1']	1
297	PDZ and LIM domain protein 1/2/3/4	['NODE_70819_length_582_cov_601.601113_g27209_i0_3']	1
893	histone acetyltransferase MYST3 [EC:2.3.1.48]	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
892	histidinol-phosphatase [EC:3.1.3.15]	['NODE_31387_length_2129_cov_555.093960_g4675_i1_5']	1
298	PDZ and LIM domain protein 5/6/7	['NODE_70819_length_582_cov_601.601113_g27209_i0_3']	1
889	high-mobility group nucleosome-binding domain-containing protein 5	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
888	high-affinity iron transporter	['NODE_31387_length_2129_cov_555.093960_g4675_i1_5']	1
887	high affinity immunoglobulin epsilon receptor subunit alpha	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
303	PR domain zinc finger protein 10 [EC:2.1.1.-]	['NODE_31387_length_2129_cov_555.093960_g4675_i1_5']	1
905	hunchback	['NODE_31387_length_2129_cov_555.093960_g4675_i1_5']	1
293	P-type Cu+ transporter [EC:7.2.2.8]	['NODE_31387_length_2129_cov_555.093960_g4675_i1_5']	1
292	P protein	['NODE_61938_length_821_cov_78.356041_g20323_i0_6']	1
908	hypothetical chaperone protein	['NODE_45129_length_1451_cov_574.861506_g9030_i3_3']	1
926	insulin gene enhancer protein ISL-1	['NODE_70819_length_582_cov_601.601113_g27209_i0_3']	1
925	inositol-hexakisphosphate/diphosphoinositol-pentakisphosphate 1-kinase [EC:2.7.4.24]	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
924	inositol phosphorylceramide synthase catalytic subunit [EC:2.7.1.227]	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
923	inhibitor of nuclear factor kappa-B kinase subunit epsilon [EC:2.7.11.10]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
922	inhibitor of nuclear factor kappa-B kinase subunit beta [EC:2.7.11.10]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
921	inhibitor of nuclear factor kappa-B kinase subunit alpha [EC:2.7.11.10]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
920	inactive serine/threonine-protein kinase PLK5	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
918	immunoglobulin-like domain-containing receptor 1	['NODE_40297_length_1668_cov_702.177231_g1000_i10_2']	1
917	immunoglobulin superfamily, member 11	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
916	immunoglobulin superfamily member 9B	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
915	immunoglobulin superfamily member 9	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
914	immunoglobulin superfamily member 1	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
913	immunoglobulin superfamily containing leucine-rich repeat protein	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
912	immunoglobulin superfamily DCC subclass member 4	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
911	immunoglobulin superfamily DCC subclass member 3	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
910	immune costimulatory protein B7-H4	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
909	hypoxia up-regulated 1	['NODE_45129_length_1451_cov_574.861506_g9030_i3_3']	1
304	PTEN induced putative kinase 1 [EC:2.7.11.1]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
305	PTK7 protein tyrosine kinase 7 [EC:2.7.10.1]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
306	PhoPQ-activated protein	['NODE_48268_length_1320_cov_237.943618_g4427_i2_3']	1
861	glycine/sarcosine/dimethylglycine N-methyltransferase [EC:2.1.1.156 2.1.1.157]	['NODE_39538_length_1704_cov_115.721854_g10431_i0_3']	1
859	glycerol-3-phosphate O-acyltransferase / dihydroxyacetone phosphate acyltransferase [EC:2.3.1.15 2.3.1.42]	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
313	RIMS-binding protein 2	['NODE_31387_length_2129_cov_555.093960_g4675_i1_5']	1
857	glutamine-rich protein 2	['NODE_47577_length_1349_cov_864.607963_g8431_i3_2']	1
314	RNA-binding protein 16	['NODE_61354_length_839_cov_358.285176_g18821_i2_1']	1
855	glutamate---methylamine ligase [EC:6.3.4.12]	['NODE_38233_length_1767_cov_716.494780_g6093_i1_5']	1
854	glucose PTS system EIICB or EIICBA component [EC:2.7.1.199]	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
315	RNA-binding protein 20	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
852	glucagon receptor	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
316	RNA-binding protein 26	['NODE_31387_length_2129_cov_555.093960_g4675_i1_5']	1
318	RNA-directed DNA polymerase [EC:2.7.7.49]	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
319	RSV tyrosine-protein kinase transforming protein Src [EC:2.7.10.2]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
848	girdin	['NODE_31387_length_2129_cov_555.093960_g4675_i1_6']	1
847	germinal-center associated nuclear protein [EC:2.3.1.48]	['NODE_31387_length_2129_cov_555.093960_g4675_i1_6']	1
846	geranyl diphosphate 2-C-methyltransferase [EC:2.1.1.255]	['NODE_39538_length_1704_cov_115.721854_g10431_i0_3']	1
845	general transcriptional corepressor TUP1	['NODE_31387_length_2129_cov_555.093960_g4675_i1_5']	1
320	RUN and FYVE domain-containing protein 1/2	['NODE_70819_length_582_cov_601.601113_g27209_i0_3']	1
843	general secretion pathway protein B	['NODE_31387_length_2129_cov_555.093960_g4675_i1_6']	1
860	glycine/sarcosine N-methyltransferase [EC:2.1.1.156]	['NODE_39538_length_1704_cov_115.721854_g10431_i0_3']	1
862	glycogen synthase kinase 3 beta [EC:2.7.11.26]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
307	RAC serine/threonine-protein kinase [EC:2.7.11.1]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
863	glycolytic genes transcriptional activator GCR1	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
880	hemopoietic cell kinase [EC:2.7.10.2]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
879	hemolysin A	['NODE_67158_length_672_cov_9.523052_g24107_i0_3']	1
878	hemicentin	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
877	helicase with zinc finger domain [EC:3.6.4.-]	['NODE_33125_length_2030_cov_1007.464519_g8431_i1_4']	1
876	helicase SRCAP/SWR1 [EC:5.6.2.-]	['NODE_31387_length_2129_cov_555.093960_g4675_i1_5']	1
308	RAF proto-oncogene serine/threonine-protein kinase [EC:2.7.11.1]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
309	RAP1-interacting factor 1	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
873	heat shock protein 110kDa	['NODE_45129_length_1451_cov_574.861506_g9030_i3_3']	1
872	heat shock 70kDa protein 4	['NODE_45129_length_1451_cov_574.861506_g9030_i3_3']	1
871	heat shock 70kDa protein 2	['NODE_45129_length_1451_cov_574.861506_g9030_i3_3']	1
870	heat shock 70kDa protein 1/6/8	['NODE_45129_length_1451_cov_574.861506_g9030_i3_3']	1
869	harmonin	['NODE_61354_length_839_cov_358.285176_g18821_i2_1']	1
868	hairless	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
867	guanylate-binding protein 1/3/4/7	['NODE_31387_length_2129_cov_555.093960_g4675_i1_5']	1
310	RB1-inducible coiled-coil protein 1	['NODE_31387_length_2129_cov_555.093960_g4675_i1_6']	1
865	golgi apparatus membrane protein TVP23	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
311	RE1-silencing transcription factor	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
927	insulin gene enhancer protein ISL-2	['NODE_70819_length_582_cov_601.601113_g27209_i0_3']	1
928	insulin-like growth factor 1 receptor [EC:2.7.10.1]	['NODE_59148_length_912_cov_150.361335_g18600_i0_1']	1
290	Orthonairovirus envelopment polyprotein	['NODE_31387_length_2129_cov_555.093960_g4675_i1_6']	1
993	leucine-rich repeat and fibronectin type-III domain-containing protein 5	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
991	leucine-rich repeat and fibronectin type-III domain-containing protein 3	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
990	leucine-rich repeat and fibronectin type-III domain-containing protein 2	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
989	leucine-rich repeat and fibronectin type-III domain-containing protein 1	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
267	Mas-related G protein-coupled receptor member G	['NODE_70679_length_586_cov_31.097606_g27086_i0_4']	1
987	lemur tyrosine kinase 2 [EC:2.7.10.1]	['NODE_60632_length_862_cov_543.514042_g1886_i14_4']	1
268	Mastadenovirus E1B protein	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
985	layilin	['NODE_52579_length_1145_cov_467.079855_g15210_i0_4']	1
984	latent transforming growth factor beta binding protein 2/3/4	['NODE_25791_length_2476_cov_566.609125_g405_i6_3']	1
983	latent transforming growth factor beta binding protein 1	['NODE_25791_length_2476_cov_566.609125_g405_i6_3']	1
982	large subunit ribosomal protein L23	['NODE_54954_length_1055_cov_409.199605_g10_i11483_6']	1
981	laminin, gamma 2	['NODE_104004_length_234_cov_1035.371728_g60023_i0_5']	1
980	laminin, alpha 3/5	['NODE_104004_length_234_cov_1035.371728_g60023_i0_5']	1
979	krueppel-like factor 2	['NODE_31387_length_2129_cov_555.093960_g4675_i1_5']	1
978	kinetochore-associated protein DSN1	['NODE_55119_length_1049_cov_440.156064_g16443_i0_4']	1
977	kinetochore protein Spc7/SPC105	['NODE_31387_length_2129_cov_555.093960_g4675_i1_6']	1
976	kinesin family member C1	['NODE_31387_length_2129_cov_555.093960_g4675_i1_5']	1
975	kinesin family member 16B	['NODE_31387_length_2129_cov_555.093960_g4675_i1_5']	1
992	leucine-rich repeat and fibronectin type-III domain-containing protein 4	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
994	leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
973	kinase [EC:2.7.1.-]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
995	leucine-rich repeat flightless-interacting protein	['NODE_31387_length_2129_cov_555.093960_g4675_i1_5']	1
1012	low density lipoprotein-related protein 2	['NODE_48268_length_1320_cov_237.943618_g4427_i2_1']	1
1011	low affinity immunoglobulin epsilon Fc receptor	['NODE_52579_length_1145_cov_467.079855_g15210_i0_4']	1
263	MICAL-like protein 2	['NODE_70819_length_582_cov_601.601113_g27209_i0_3']	1
264	MPBQ/MSBQ methyltransferase [EC:2.1.1.295]	['NODE_39538_length_1704_cov_115.721854_g10431_i0_3']	1
1008	lithostathine-1	['NODE_52579_length_1145_cov_467.079855_g15210_i0_4']	1
1007	lipoxygenase homology domain-containing protein 1	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
265	MPK-like protein 1	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1005	lipoma-prefererred partner	['NODE_70819_length_582_cov_601.601113_g27209_i0_3']	1
1004	limbic system-associated membrane protein	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
1003	levoglucosan kinase [EC:2.7.1.232]	['NODE_45129_length_1451_cov_574.861506_g9030_i3_3']	1
1002	leupaxin	['NODE_70819_length_582_cov_601.601113_g27209_i0_3']	1
1001	leucokinin receptor	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
1000	leucine-rich repeats and immunoglobulin-like domains protein 2	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
999	leucine-rich repeats and immunoglobulin-like domains protein 1/3	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
998	leucine-rich repeat, immunoglobulin-like domain and transmembrane domain-containing protein	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
997	leucine-rich repeat neuronal protein 4	['NODE_52881_length_1133_cov_348.866972_g15343_i0_4']	1
996	leucine-rich repeat neuronal protein 1/2/3	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
974	kinase insert domain protein receptor [EC:2.7.10.1]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
972	killer cell lectin-like receptor subfamily K member 1	['NODE_52579_length_1145_cov_467.079855_g15210_i0_4']	1
930	integrator complex subunit 3	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
949	interleukin 18 receptor 1	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
947	interleukin 1 receptor-like 1	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
946	interleukin 1 receptor type II	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
945	interleukin 1 receptor type I	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
944	interleukin 1 receptor accessory protein-like	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
943	interferon alpha	['NODE_39538_length_1704_cov_115.721854_g10431_i0_6']	1
942	interference hedgohog	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
941	intercellular adhesion molecule 5	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
940	inter-alpha-trypsin inhibitor heavy chain H6	['NODE_31387_length_2129_cov_555.093960_g4675_i1_6']	1
939	inter-alpha-trypsin inhibitor heavy chain H4	['NODE_31387_length_2129_cov_555.093960_g4675_i1_6']	1
938	integrin beta 7	['NODE_104004_length_234_cov_1035.371728_g60023_i0_5']	1
281	Nik-related protein kinase [EC:2.7.11.1]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
287	O-antigen chain-terminating bifunctional methyltransferase/kinase [EC:2.1.1.- 2.1.1.294 2.7.1.181]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
935	integrin alpha E	['NODE_31387_length_2129_cov_555.093960_g4675_i1_6']	1
288	O-methyltransferase StaMB [EC:2.1.1.139]	['NODE_39538_length_1704_cov_115.721854_g10431_i0_3']	1
1	1.3e-97 small subunit ribosomal protein S8e	['*']	1
932	integrin alpha 10	['NODE_31387_length_2129_cov_555.093960_g4675_i1_6']	1
289	OTU domain-containing protein 4 [EC:3.4.19.12]	['NODE_52881_length_1133_cov_348.866972_g15343_i0_6']	1
280	Niemann-Pick C1 protein	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
950	interleukin-1 receptor-associated kinase 4 [EC:2.7.11.1]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
971	killer cell lectin-like receptor subfamily G member 1	['NODE_52579_length_1145_cov_467.079855_g15210_i0_4']	1
951	interphotoreceptor matrix proteoglycan 1	['NODE_31387_length_2129_cov_555.093960_g4675_i1_6']	1
970	killer cell lectin-like receptor subfamily F member 1	['NODE_52579_length_1145_cov_467.079855_g15210_i0_4']	1
969	killer cell lectin-like receptor subfamily D member 1	['NODE_52579_length_1145_cov_467.079855_g15210_i0_4']	1
968	killer cell lectin-like receptor subfamily B	['NODE_52579_length_1145_cov_467.079855_g15210_i0_4']	1
269	Morbillivirus nucleoprotein	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
270	MscS family membrane protein	['NODE_73238_length_532_cov_1080.766871_g29440_i0_3']	1
965	kelch domain-containing protein 4	['NODE_31387_length_2129_cov_555.093960_g4675_i1_5']	1
964	kekkon-1	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
963	kalirin [EC:2.7.11.1]	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
961	junctional adhesion molecule 1	['NODE_39135_length_1724_cov_496.291493_g9155_i1_6']	1
960	jouberin	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
273	N-methyltransferase StaMA [EC:2.1.1.-]	['NODE_39538_length_1704_cov_115.721854_g10431_i0_3']	1
274	NAD-dependent protein deacetylase SIR2 [EC:2.3.1.286]	['NODE_73238_length_532_cov_1080.766871_g29440_i0_6']	1
957	isovaleryl-CoA dehydrogenase [EC:1.3.8.4]	['NODE_31387_length_2129_cov_555.093960_g4675_i1_6']	1
