	KO definition	gene name	counts
827	calpain, small subunit 1	['NODE_55067_length_1051_cov_242.860119_g10346_i5.p1']	1
817	calcium-regulated photoprotein [EC:1.13.12.24]	['NODE_36564_length_1847_cov_588.473947_g5221_i1.p1']	1
882	cell division control protein 24	['NODE_51256_length_1198_cov_554.492641_g9873_i1.p1']	1
883	cell division control protein 45	['NODE_22034_length_2744_cov_650.165494_g2798_i7.p1']	1
887	cell division cycle 20, cofactor of APC complex	['NODE_36640_length_1843_cov_557.651111_g10_i8773.p1']	1
931	chlorosome envelope protein H	['NODE_39135_length_1724_cov_496.291493_g9155_i1.p1']	1
950	cilia- and flagella-associated protein 52	['NODE_36640_length_1843_cov_557.651111_g10_i8773.p1']	1
949	cilia- and flagella-associated protein 45	['NODE_61938_length_821_cov_78.356041_g20323_i0.p1']	1
948	cilia- and flagella-associated protein 44	['NODE_36640_length_1843_cov_557.651111_g10_i8773.p1']	1
947	cilia- and flagella-associated protein 43	['NODE_36640_length_1843_cov_557.651111_g10_i8773.p1']	1
946	cilia- and flagella-associated protein 36	['NODE_5457_length_5280_cov_726.572656_g1281_i0.p4']	1
943	chromosome transmission fidelity protein 4	['NODE_36640_length_1843_cov_557.651111_g10_i8773.p1']	1
938	chromatin structure-remodeling complex protein RSC7	['NODE_22034_length_2744_cov_650.165494_g2798_i7.p1']	1
937	chromatin assembly factor 1 subunit B	['NODE_36640_length_1843_cov_557.651111_g10_i8773.p1']	1
936	chromatin assembly factor 1 subunit A	['NODE_22034_length_2744_cov_650.165494_g2798_i7.p1']	1
935	choriolysin L [EC:3.4.24.66]	['NODE_56699_length_993_cov_366.912632_g11784_i3.p1']	1
934	choriolysin H [EC:3.4.24.67]	['NODE_56699_length_993_cov_366.912632_g11784_i3.p1']	1
933	chondroitin-glucuronate 5-epimerase [EC:5.1.3.19]	['NODE_22759_length_2692_cov_533.601359_g2390_i6.p1']	1
930	chlorophyllide a oxygenase [EC:1.14.13.122]	['NODE_44334_length_1487_cov_299.011080_g12045_i0.p1']	1
888	cell division cycle 20-like protein 1, cofactor of APC complex	['NODE_36640_length_1843_cov_557.651111_g10_i8773.p1']	1
929	chloride channel protein, CIC family	['NODE_22759_length_2692_cov_533.601359_g2390_i6.p1']	1
927	chitin synthase [EC:2.4.1.16]	['NODE_3028_length_6503_cov_340.302322_g723_i0.p1']	1
922	centrosomal protein CEP89	['NODE_22759_length_2692_cov_533.601359_g2390_i6.p1']	1
921	centrosomal protein CEP85	['NODE_28026_length_2330_cov_387.234368_g10_i7182.p1']	1
915	centrosomal protein CEP192	['NODE_36640_length_1843_cov_557.651111_g10_i8773.p1']	1
914	centrosomal protein CEP164	['NODE_3028_length_6503_cov_340.302322_g723_i0.p2']	1
913	centrosomal protein CEP162	['NODE_56578_length_997_cov_553.798742_g17185_i0.p1']	1
907	centromere-localized protein 2	['NODE_44334_length_1487_cov_299.011080_g12045_i0.p1']	1
903	centriolar protein POC1	['NODE_36640_length_1843_cov_557.651111_g10_i8773.p1']	1
896	cellobiose PTS system EIIC component	['NODE_54812_length_1061_cov_16.372299_g16298_i0.p2']	1
895	cell surface A33 antigen	['NODE_54812_length_1061_cov_16.372299_g16298_i0.p2']	1
891	cell division protein FtsL	['NODE_40297_length_1668_cov_702.177231_g1000_i10.p1']	1
812	calcium-binding protein	['NODE_36564_length_1847_cov_588.473947_g5221_i1.p1']	1
809	calcium uptake protein 1, mitochondrial	['NODE_36564_length_1847_cov_588.473947_g5221_i1.p1']	1
961	cleavage stimulation factor subunit 1	['NODE_36640_length_1843_cov_557.651111_g10_i8773.p1']	1
808	calcium release-activated calcium channel protein 2	['NODE_44334_length_1487_cov_299.011080_g12045_i0.p1']	1
742	archaeal flagellar protein FlaC	['NODE_24548_length_2560_cov_439.382201_g5814_i2.p1']	1
741	arabinogalactan oligomer / maltooligosaccharide transport system permease protein	['NODE_6252_length_5011_cov_712.653986_g1467_i0.p2']	1
740	arabinan endo-1,5-alpha-L-arabinosidase [EC:3.2.1.99]	['NODE_54812_length_1061_cov_16.372299_g16298_i0.p2']	1
739	apoptotic protease-activating factor	['NODE_36640_length_1843_cov_557.651111_g10_i8773.p1']	1
738	apolipoprotein C-I	['NODE_48839_length_1294_cov_532.666667_g13701_i0.p1']	1
737	antileukoproteinase	['NODE_5457_length_5280_cov_726.572656_g1281_i0.p5']	1
736	anthrax toxin receptor	['NODE_48493_length_1309_cov_283.065561_g13547_i0.p1']	1
735	anosmin-1	['NODE_5457_length_5280_cov_726.572656_g1281_i0.p5']	1
731	ankyrin repeat domain-containing protein 11/12	['NODE_22034_length_2744_cov_650.165494_g2798_i7.p1']	1
730	angiopoietin-related protein 5	['NODE_6252_length_5011_cov_712.653986_g1467_i0.p1']	1
729	angiopoietin-like 8	['NODE_22759_length_2692_cov_533.601359_g2390_i6.p1']	1
728	angiopoietin-like 4	['NODE_44334_length_1487_cov_299.011080_g12045_i0.p1']	1
727	angiopoietin 4	['NODE_22759_length_2692_cov_533.601359_g2390_i6.p1']	1
726	angiopoietin 2	['NODE_22759_length_2692_cov_533.601359_g2390_i6.p1']	1
725	angiopoietin 1	['NODE_22759_length_2692_cov_533.601359_g2390_i6.p1']	1
724	angio-associated migratory cell protein	['NODE_36640_length_1843_cov_557.651111_g10_i8773.p1']	1
723	anaphase-promoting complex subunit 6	['NODE_36640_length_1843_cov_557.651111_g10_i8773.p1']	1
722	anaphase-promoting complex subunit 4	['NODE_36640_length_1843_cov_557.651111_g10_i8773.p1']	1
721	anaphase-promoting complex subunit 3	['NODE_61938_length_821_cov_78.356041_g20323_i0.p1']	1
720	anaphase-promoting complex subunit 15	['NODE_22034_length_2744_cov_650.165494_g2798_i7.p1']	1
719	amylovoran biosynthesis glycosyltransferase AmsE [EC:2.4.-.-]	['NODE_71360_length_570_cov_804.548387_g27693_i0.p1']	1
718	amyloid beta A4 precursor protein-binding family B member 1-interacting protein	['NODE_56578_length_997_cov_553.798742_g17185_i0.p4']	1
717	amyloid beta A4 precursor protein-binding family B member 1	['NODE_22034_length_2744_cov_650.165494_g2798_i7.p1']	1
716	amphoterin-induced protein	['NODE_39135_length_1724_cov_496.291493_g9155_i1.p1']	1
715	amphiregulin	['NODE_74236_length_514_cov_289.528662_g30381_i0.p2']	1
714	ammonium transporter, Amt family	['NODE_6252_length_5011_cov_712.653986_g1467_i0.p2']	1
713	aminoacyl tRNA synthase complex-interacting multifunctional protein 2	['NODE_44334_length_1487_cov_299.011080_g12045_i0.p1']	1
744	archaetidylinositol phosphate synthase [EC:2.7.8.39]	['NODE_56578_length_997_cov_553.798742_g17185_i0.p1']	1
745	armadillo repeat-containing X-linked protein 2	['NODE_61938_length_821_cov_78.356041_g20323_i0.p1']	1
746	asialoglycoprotein receptor 1	['NODE_44334_length_1487_cov_299.011080_g12045_i0.p1']	1
780	biogenesis of lysosome-related organelles complex 1 subunit KXD1	['NODE_22759_length_2692_cov_533.601359_g2390_i6.p1']	1
807	calcium and integrin-binding protein 4	['NODE_36564_length_1847_cov_588.473947_g5221_i1.p1']	1
806	calcium and integrin-binding protein 3	['NODE_36564_length_1847_cov_588.473947_g5221_i1.p1']	1
805	calcium and integrin-binding protein 2	['NODE_36564_length_1847_cov_588.473947_g5221_i1.p1']	1
804	calcium and integrin-binding protein 1	['NODE_36564_length_1847_cov_588.473947_g5221_i1.p1']	1
794	cAMP receptor-like G-protein coupled receptor	['NODE_6252_length_5011_cov_712.653986_g1467_i0.p7']	1
791	bruno	['NODE_20726_length_2850_cov_705.433915_g830_i19.p1']	1
790	brother of ihog	['NODE_39135_length_1724_cov_496.291493_g9155_i1.p1']	1
789	brother of CDO	['NODE_39135_length_1724_cov_496.291493_g9155_i1.p1']	1
788	bromodomain and WD repeat domain containing protein 1/3	['NODE_36640_length_1843_cov_557.651111_g10_i8773.p1']	1
786	branched-chain amino acid:cation transporter, LIVCS family	['NODE_54812_length_1061_cov_16.372299_g16298_i0.p2']	1
784	bone morphogenetic protein 1 [EC:3.4.24.19]	['NODE_56699_length_993_cov_366.912632_g11784_i3.p1']	1
783	bloom syndrome protein [EC:5.6.2.4]	['NODE_18852_length_3010_cov_487.663296_g10_i5081.p1']	1
779	bifunctional enzyme CysN/CysC [EC:2.7.7.4 2.7.1.25]	['NODE_82829_length_383_cov_463.729412_g38857_i0.p1']	1
749	astacin-like metalloendopeptidase [EC:3.4.-.-]	['NODE_56699_length_993_cov_366.912632_g11784_i3.p1']	1
775	beta-exotoxin I transport system permease protein	['NODE_29204_length_2258_cov_432.055079_g10_i7406.p1']	1
772	beta-1,4-N-acetylgalactosaminyltransferase 3 [EC:2.4.1.244]	['NODE_28716_length_2288_cov_302.936748_g5989_i4.p2']	1
770	bestrophin-1	['NODE_18392_length_3058_cov_639.920730_g134_i6.p1']	1
769	beige protein homolog 1	['NODE_36640_length_1843_cov_557.651111_g10_i8773.p1']	1
767	basigin	['NODE_39135_length_1724_cov_496.291493_g9155_i1.p1']	1
765	band 4.1-like protein 5	['NODE_18392_length_3058_cov_639.920730_g134_i6.p1']	1
764	band 4.1-like protein 4B	['NODE_18392_length_3058_cov_639.920730_g134_i6.p1']	1
763	band 4.1-like protein 4A	['NODE_18392_length_3058_cov_639.920730_g134_i6.p1']	1
762	band 4.1-like protein 1/2/3	['NODE_18392_length_3058_cov_639.920730_g134_i6.p1']	1
761	bacterioferritin [EC:1.16.3.1]	['NODE_60195_length_876_cov_639.110444_g19232_i0.p1']	1
760	bacterioferritin B [EC:1.16.3.1]	['NODE_60195_length_876_cov_639.110444_g19232_i0.p1']	1
759	autophagy-related protein 18	['NODE_36640_length_1843_cov_557.651111_g10_i8773.p1']	1
953	cilia- and flagella-associated protein 99	['NODE_30737_length_2167_cov_346.659134_g2799_i24.p1']	1
962	cleavage stimulation factor subunit 2	['NODE_20726_length_2850_cov_705.433915_g830_i19.p1']	1
1224	ferritin, mitochondrial [EC:1.16.3.1]	['NODE_60195_length_876_cov_639.110444_g19232_i0.p1']	1
1123	discs large protein 5	['NODE_28026_length_2330_cov_387.234368_g10_i7182.p1']	1
1171	elongation factor G	['NODE_82829_length_383_cov_463.729412_g38857_i0.p1']	1
1170	elongation factor 2	['NODE_82829_length_383_cov_463.729412_g38857_i0.p1']	1
1169	elongation factor 1-alpha	['NODE_82829_length_383_cov_463.729412_g38857_i0.p1']	1
1168	elongation factor 1 alpha-like protein	['NODE_82829_length_383_cov_463.729412_g38857_i0.p1']	1
1167	elafin	['NODE_5457_length_5280_cov_726.572656_g1281_i0.p5']	1
1161	echinoid	['NODE_39135_length_1724_cov_496.291493_g9155_i1.p1']	1
1160	echinoderm microtubule-associated protein-like 6	['NODE_36640_length_1843_cov_557.651111_g10_i8773.p1']	1
1159	echinoderm microtubule-associated protein-like 5	['NODE_36640_length_1843_cov_557.651111_g10_i8773.p1']	1
1158	echinoderm microtubule-associated protein-like 4	['NODE_36640_length_1843_cov_557.651111_g10_i8773.p1']	1
1152	dystrophia myotonica WD repeat-containing protein	['NODE_36640_length_1843_cov_557.651111_g10_i8773.p1']	1
1148	dynein regulatory complex subunit 4	['NODE_22759_length_2692_cov_533.601359_g2390_i6.p1']	1
1147	dynein heavy chain domain-containing protein 1	['NODE_44334_length_1487_cov_299.011080_g12045_i0.p1']	1
1146	dynein cytoplasmic 2 heavy chain	['NODE_44334_length_1487_cov_299.011080_g12045_i0.p1']	1
1145	dynein cytoplasmic 1 intermediate chain	['NODE_36640_length_1843_cov_557.651111_g10_i8773.p1']	1
1144	dynein axonemal intermediate chain 4	['NODE_36640_length_1843_cov_557.651111_g10_i8773.p1']	1
1143	dynein axonemal intermediate chain 3	['NODE_36640_length_1843_cov_557.651111_g10_i8773.p1']	1
1142	dynein axonemal intermediate chain 1	['NODE_36640_length_1843_cov_557.651111_g10_i8773.p1']	1
1141	dynein axonemal assembly factor 10	['NODE_36640_length_1843_cov_557.651111_g10_i8773.p1']	1
1140	dynein axonemal assembly factor 1	['NODE_22034_length_2744_cov_650.165494_g2798_i7.p1']	1
1139	dynein assembly factor with WDR repeat domains 1	['NODE_36640_length_1843_cov_557.651111_g10_i8773.p1']	1
1134	dual specificity protein kinase CLK2/3 [EC:2.7.12.1]	['NODE_39135_length_1724_cov_496.291493_g9155_i1.p1']	1
1133	dual specificity protein kinase CLK1/4 [EC:2.7.12.1]	['NODE_39135_length_1724_cov_496.291493_g9155_i1.p1']	1
1131	dual oxidase [EC:1.6.3.1 1.11.1.-]	['NODE_36564_length_1847_cov_588.473947_g5221_i1.p1']	1
1130	drebrin-like protein	['NODE_46000_length_1415_cov_650.647959_g1275_i25.p1']	1
1127	doublecortin domain-containing protein 2	['NODE_54812_length_1061_cov_16.372299_g16298_i0.p2']	1
1126	dolichyl-phosphooligosaccharide-protein glycotransferase [EC:2.4.99.21]	['NODE_40297_length_1668_cov_702.177231_g1000_i10.p1']	1
1125	dolichyl-phosphate-mannose-protein mannosyltransferase [EC:2.4.1.109]	['NODE_18392_length_3058_cov_639.920730_g134_i6.p1']	1
1172	elongation factor Tu	['NODE_82829_length_383_cov_463.729412_g38857_i0.p1']	1
1173	elongator complex protein 2	['NODE_36640_length_1843_cov_557.651111_g10_i8773.p1']	1
1174	elongin-A	['NODE_40297_length_1668_cov_702.177231_g1000_i10.p1']	1
1206	exodeoxyribonuclease V alpha subunit [EC:3.1.11.5]	['NODE_18852_length_3010_cov_487.663296_g10_i5081.p1']	1
1223	ferritin light chain	['NODE_60195_length_876_cov_639.110444_g19232_i0.p1']	1
1222	ferritin heavy chain [EC:1.16.3.1]	['NODE_60195_length_876_cov_639.110444_g19232_i0.p1']	1
1221	ferritin [EC:1.16.3.2]	['NODE_60195_length_876_cov_639.110444_g19232_i0.p1']	1
1220	ferredoxin	['NODE_22759_length_2692_cov_533.601359_g2390_i6.p1']	1
1218	fatty acid omega-hydroxylase [EC:1.14.-.-]	['NODE_41737_length_1601_cov_646.466624_g8323_i4.p1']	1
1215	fanconi anemia group M protein	['NODE_18852_length_3010_cov_487.663296_g10_i5081.p1']	1
1214	factor associated with neutral sphingomyelinase activation	['NODE_36640_length_1843_cov_557.651111_g10_i8773.p1']	1
1212	ezrin	['NODE_18392_length_3058_cov_639.920730_g134_i6.p1']	1
1210	exosome complex component RRP45	['NODE_22034_length_2744_cov_650.165494_g2798_i7.p1']	1
1209	exosome complex component RRP41	['NODE_22034_length_2744_cov_650.165494_g2798_i7.p1']	1
1208	exosome complex component RRP4	['NODE_22034_length_2744_cov_650.165494_g2798_i7.p1']	1
1207	exodeoxyribonuclease VII large subunit [EC:3.1.11.6]	['NODE_44334_length_1487_cov_299.011080_g12045_i0.p1']	1
1205	exocyst complex component 3-like protein	['NODE_28716_length_2288_cov_302.936748_g5989_i4.p2']	1
1176	enabled	['NODE_56578_length_997_cov_553.798742_g17185_i0.p4']	1
1204	excinuclease ABC subunit B	['NODE_18852_length_3010_cov_487.663296_g10_i5081.p1']	1
1201	eukaryotic translation initiation factor 2-alpha kinase 3 [EC:2.7.11.1]	['NODE_39135_length_1724_cov_496.291493_g9155_i1.p1']	1
1200	eukaryotic translation initiation factor 2-alpha kinase 2 [EC:2.7.11.1]	['NODE_39135_length_1724_cov_496.291493_g9155_i1.p1']	1
1196	essential nuclear protein 1	['NODE_40297_length_1668_cov_702.177231_g1000_i10.p1']	1
1195	erythrocyte membrane protein band 4.1	['NODE_18392_length_3058_cov_639.920730_g134_i6.p1']	1
1194	erythrocyte membrane protein 1	['NODE_37553_length_1800_cov_507.122368_g1052_i7.p1']	1
1193	erythritol kinase (D-erythritol 1-phosphate-forming) [EC:2.7.1.215]	['NODE_41536_length_1610_cov_504.883854_g9030_i2.p1']	1
1192	erythrin-vacuolar iron transport family protein	['NODE_61938_length_821_cov_78.356041_g20323_i0.p2']	1
1191	eppin	['NODE_5457_length_5280_cov_726.572656_g1281_i0.p5']	1
1184	enhancer of mRNA-decapping protein 4	['NODE_36640_length_1843_cov_557.651111_g10_i8773.p1']	1
1181	endoribonuclease Dicer [EC:3.1.26.-]	['NODE_18852_length_3010_cov_487.663296_g10_i5081.p1']	1
1178	endonuclease VIII [EC:3.2.2.- 4.2.99.18]	['NODE_70819_length_582_cov_601.601113_g27209_i0.p1']	1
1124	dishevelled associated activator of morphogenesis	['NODE_56578_length_997_cov_553.798742_g17185_i0.p4']	1
1122	diphthine methyl ester acylhydrolase [EC:3.1.1.97]	['NODE_36640_length_1843_cov_557.651111_g10_i8773.p1']	1
963	clumping factor B	['NODE_61938_length_821_cov_78.356041_g20323_i0.p1']	1
1120	diaphanous 3	['NODE_56578_length_997_cov_553.798742_g17185_i0.p4']	1
1052	crescentin	['NODE_22759_length_2692_cov_533.601359_g2390_i6.p1']	1
1048	cortactin	['NODE_48493_length_1309_cov_283.065561_g13547_i0.p1']	1
1047	coronin-7	['NODE_36640_length_1843_cov_557.651111_g10_i8773.p1']	1
1046	coronin-2	['NODE_36640_length_1843_cov_557.651111_g10_i8773.p1']	1
1044	coronin-1A	['NODE_36640_length_1843_cov_557.651111_g10_i8773.p1']	1
1043	copper chaperone NosL	['NODE_20726_length_2850_cov_705.433915_g830_i19.p1']	1
1038	contactin 6	['NODE_39135_length_1724_cov_496.291493_g9155_i1.p1']	1
1037	contactin 5	['NODE_39135_length_1724_cov_496.291493_g9155_i1.p1']	1
1036	contactin 4	['NODE_39135_length_1724_cov_496.291493_g9155_i1.p1']	1
1035	contactin 3	['NODE_39135_length_1724_cov_496.291493_g9155_i1.p1']	1
1034	contactin 2	['NODE_39135_length_1724_cov_496.291493_g9155_i1.p1']	1
1033	contactin 1	['NODE_39135_length_1724_cov_496.291493_g9155_i1.p1']	1
1032	conserved oligomeric Golgi complex subunit 6	['NODE_44334_length_1487_cov_299.011080_g12045_i0.p1']	1
1031	conjugal transfer pilus assembly protein TraB	['NODE_54812_length_1061_cov_16.372299_g16298_i0.p2']	1
1030	complex I assembly factor TIMMDC1	['NODE_6252_length_5011_cov_712.653986_g1467_i0.p2']	1
1025	complement component 6	['NODE_67412_length_665_cov_189.963023_g24313_i0.p1']	1
1014	competence protein ComEC	['NODE_61938_length_821_cov_78.356041_g20323_i0.p1']	1
1013	competence protein ComEA	['NODE_49972_length_1251_cov_573.134934_g14157_i0.p1']	1
1012	colorectal mutant cancer protein	['NODE_36564_length_1847_cov_588.473947_g5221_i1.p1']	1
981	colicin import membrane protein	['NODE_18392_length_3058_cov_639.920730_g134_i6.p1']	1
978	coiled-coil domain-containing protein 40	['NODE_44334_length_1487_cov_299.011080_g12045_i0.p1']	1
976	coiled-coil domain-containing protein 22	['NODE_44334_length_1487_cov_299.011080_g12045_i0.p1']	1
975	coiled-coil domain-containing protein 102	['NODE_3028_length_6503_cov_340.302322_g723_i0.p2']	1
974	cofilin	['NODE_46000_length_1415_cov_650.647959_g1275_i25.p1']	1
972	coatomer subunit beta'	['NODE_36640_length_1843_cov_557.651111_g10_i8773.p1']	1
968	coagulation factor VIII	['NODE_18392_length_3058_cov_639.920730_g134_i6.p1']	1
966	coagulation factor V (labile factor)	['NODE_18392_length_3058_cov_639.920730_g134_i6.p1']	1
1056	cyclic nucleotide gated channel beta 3	['NODE_18392_length_3058_cov_639.920730_g134_i6.p1']	1
1057	cyclic-di-GMP phosphodiesterase, flagellum assembly factor TipF	['NODE_44334_length_1487_cov_299.011080_g12045_i0.p1']	1
1059	cyclin K	['NODE_56578_length_997_cov_553.798742_g17185_i0.p4']	1
1102	death-associated protein 6	['NODE_54812_length_1061_cov_16.372299_g16298_i0.p2']	1
1119	diaphanous 2	['NODE_56578_length_997_cov_553.798742_g17185_i0.p4']	1
1118	diaphanous 1	['NODE_56578_length_997_cov_553.798742_g17185_i0.p4']	1
1117	diaphanous	['NODE_56578_length_997_cov_553.798742_g17185_i0.p4']	1
1116	diacylglycerol O-acyltransferase 3, plant [EC:2.3.1.20]	['NODE_48493_length_1309_cov_283.065561_g13547_i0.p2']	1
1115	di- and tripeptidase [EC:3.4.-.-]	['NODE_36640_length_1843_cov_557.651111_g10_i8773.p1']	1
1113	destrin	['NODE_46000_length_1415_cov_650.647959_g1275_i25.p1']	1
1112	desmuslin	['NODE_28026_length_2330_cov_387.234368_g10_i7182.p1']	1
1110	desmoglein 2	['NODE_18392_length_3058_cov_639.920730_g134_i6.p1']	1
1109	denticleless	['NODE_36640_length_1843_cov_557.651111_g10_i8773.p1']	1
1106	deleted in colorectal carcinoma	['NODE_39135_length_1724_cov_496.291493_g9155_i1.p1']	1
1105	deleted in azoospermia protein	['NODE_20726_length_2850_cov_705.433915_g830_i19.p1']	1
